City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
683,Kozhevnikovo,RU,66.0,moderate rain,56.26,83.97,"Gostinitsa ""Ot zakata do rassveta"""
684,Bilibino,RU,39.87,overcast clouds,68.05,166.44,Gostinitsa Severyanka
685,Teknaf,BD,81.5,moderate rain,20.86,92.31,Magnum Engineering & Construction
686,Sharhorod,UA,66.99,light rain,48.74,28.09,Mini Hotel Gostynnyi Dvir
687,Puerto Escondido,MX,77.81,light rain,15.85,-97.07,Aldea del Bazar Hotel and Spa
688,Ndele,CF,72.28,overcast clouds,8.41,20.65,
689,Saryozek,KZ,87.22,overcast clouds,44.36,77.98,Gostinitsa
690,Thunder Bay,CA,63.0,very heavy rain,48.4,-89.32,Victoria Inn Hotel and Convention Centre
691,Westport,US,75.2,overcast clouds,41.14,-73.36,The Westport Inn
692,Sulangan,PH,85.46,few clouds,11.14,123.72,Maia's Beach Resort
693,Moerai,PF,70.2,clear sky,-22.43,-151.33,Le Manotel
694,Norrtalje,SE,63.0,few clouds,59.76,18.7,Norrtälje Vandrarhem Hvilan
